domain,value_source,tag_0,tag_0_attr_0_name,tag_0_attr_0_value,tag_0_attr_1_name,tag_0_attr_1_value,tag_0_attr_2_name,tag_0_attr_2_value,tag_1,tag_1_attr_0_name,tag_1_attr_0_value,tag_1_attr_1_name,tag_1_attr_1_value,tag_1_attr_2_name,tag_1_attr_2_value,tag_2,tag_2_attr_0_name,tag_2_attr_0_value,tag_2_attr_1_name,tag_2_attr_1_value,tag_2_attr_2_name,tag_2_attr_2_value,value,is_target
friluftslageret.dk,attr,a,href,sovegrejtilbehorhovedpuderg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.829,00,
friluftslageret.dk,attr,a,href,sovegrejtilbehorkompressionsposerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.831,00,
friluftslageret.dk,attr,a,href,sovegrejtilbehorvandtaetteposerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.834,00,
friluftslageret.dk,attr,a,href,sovegrejtilbehoropbevaringsposerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.832,00,
friluftslageret.dk,attr,a,href,sovegrejtilbehorvaskimpraegneringudstyrg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.835,00,
friluftslageret.dk,attr,a,href,sovegrejtilbehorreparationekstraudstyrg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.833,00,
friluftslageret.dk,text,li,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,sovegrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,4,00,
friluftslageret.dk,text,li,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,sovegrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,4,00,
friluftslageret.dk,text,li,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,sovegrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,4,00,
friluftslageret.dk,attr,div,class,sbmegamenuwuheadersubmenu,aria-labelledby,kogegrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,sovegrej,,,100,00,
friluftslageret.dk,text,div,class,sbmegamenuwuheadersubmenu,aria-labelledby,kogegrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,sovegrej,,,4,00,
friluftslageret.dk,text,div,class,sbmegamenuwuheadersubmenu,aria-labelledby,kogegrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,sovegrej,,,4,00,
friluftslageret.dk,attr,div,class,colcolmd,,,,,#text,class,rownogutters,,,,,#text,class,,,,,,12,00,
friluftslageret.dk,attr,div,style,height,,,,,#text,class,colcolmd,,,,,#text,class,rownogutters,,,,,100,00,
friluftslageret.dk,attr,div,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,#text,class,uheadermegamenuwrapper,,,,,6,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejbraendereg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.183,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejbraenderemultibraendereg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.189,00,
friluftslageret.dk,attr,a,href,kogegrejbraenderegasbraendereg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.190,00,
friluftslageret.dk,attr,a,href,kogegrejbraenderetraespritbraendereg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.191,00,
friluftslageret.dk,attr,a,href,kogegrejbraenderestormkokkenerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.192,00,
friluftslageret.dk,attr,a,href,kogegrejbraenderetilbehortilbraendereg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.195,00,
friluftslageret.dk,attr,div,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,#text,class,uheadermegamenuwrapper,,,,,6,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejbaaludstyrovneg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.184,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejbaaludstyrovneovneg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.197,00,
friluftslageret.dk,attr,a,href,kogegrejbaaludstyrovnebaalgryderpanderg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.196,00,
friluftslageret.dk,attr,a,href,kogegrejbaaludstyrovnebaaludstyrg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.198,00,
friluftslageret.dk,attr,a,href,kogegrejbaaludstyrovnebaalfadeg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.849,00,
friluftslageret.dk,attr,a,href,kogegrejbaaludstyrovneoptaendingg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.842,00,
friluftslageret.dk,attr,a,href,kogegrejbaaludstyrovnetilbehortilovneg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.843,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejgryderpanderg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.185,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejgryderpandergryderpanderg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.199,00,
friluftslageret.dk,attr,a,href,kogegrejgryderpanderkedlerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.200,00,
friluftslageret.dk,attr,a,href,kogegrejgryderpandertilbehortilgryderpanderg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.203,00,
friluftslageret.dk,attr,div,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,#text,class,uheadermegamenuwrapper,,,,,6,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejproviantg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.186,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejproviantenkeltportionerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.204,00,
friluftslageret.dk,attr,a,href,kogegrejproviantdobbeltportionerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.205,00,
friluftslageret.dk,attr,a,href,kogegrejproviantmorgenmadbrodg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.206,00,
friluftslageret.dk,attr,a,href,kogegrejproviantkaffeteg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.207,00,
friluftslageret.dk,attr,a,href,kogegrejproviantdessertg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.208,00,
friluftslageret.dk,attr,a,href,kogegrejproviantsnacksg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.209,00,
friluftslageret.dk,attr,a,href,kogegrejproviantenerginodrationg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.210,00,
friluftslageret.dk,attr,div,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,#text,class,uheadermegamenuwrapper,,,,,6,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejdrikkeg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.187,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejdrikketermoflaskerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.212,00,
friluftslageret.dk,attr,a,href,kogegrejdrikketermokrusg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.213,00,
friluftslageret.dk,attr,a,href,kogegrejdrikkedrikkeflaskerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.214,00,
friluftslageret.dk,attr,a,href,kogegrejdrikkeemaljekopperg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,6.612,00,
friluftslageret.dk,attr,a,href,kogegrejdrikkevandrensningg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.215,00,
friluftslageret.dk,attr,a,href,kogegrejdrikkehydrobagsg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.216,00,
friluftslageret.dk,attr,a,href,kogegrejdrikkevandtransportg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.217,00,
friluftslageret.dk,attr,a,href,kogegrejdrikketilbehorg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.218,00,
friluftslageret.dk,attr,div,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,#text,class,uheadermegamenuwrapper,,,,,6,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejtilbehorg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.188,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,3.486.266,00,
friluftslageret.dk,attr,a,href,kogegrejtilbehorkokkenvaerktojg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.219,00,
friluftslageret.dk,attr,a,href,kogegrejtilbehorkoleopbevaringsbokseg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.220,00,
friluftslageret.dk,attr,a,href,kogegrejtilbehorserviceg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.221,00,
friluftslageret.dk,attr,a,href,kogegrejtilbehorbraendstofflaskerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.222,00,
friluftslageret.dk,attr,a,href,kogegrejtilbehorkogebogerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,6.606,00,
friluftslageret.dk,attr,a,href,kogegrejtilbehorbraendstofg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,6.712,00,
friluftslageret.dk,attr,a,href,kogegrejtilbehoroptaendingg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,6.713,00,
friluftslageret.dk,attr,a,href,kogegrejtilbehorreservedeleg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.224,00,
friluftslageret.dk,text,li,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,kogegrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,4,00,
friluftslageret.dk,text,li,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,kogegrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,4,00,
friluftslageret.dk,text,li,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,kogegrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,4,00,
friluftslageret.dk,attr,div,class,sbmegamenuwuheadersubmenu,aria-labelledby,klatregrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,kogegrej,,,100,00,
friluftslageret.dk,text,div,class,sbmegamenuwuheadersubmenu,aria-labelledby,klatregrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,kogegrej,,,4,00,
friluftslageret.dk,text,div,class,sbmegamenuwuheadersubmenu,aria-labelledby,klatregrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,kogegrej,,,4,00,
friluftslageret.dk,attr,div,class,colcolmd,,,,,#text,class,rownogutters,,,,,#text,class,,,,,,12,00,
friluftslageret.dk,attr,div,style,height,,,,,#text,class,colcolmd,,,,,#text,class,rownogutters,,,,,100,00,
friluftslageret.dk,attr,div,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,#text,class,uheadermegamenuwrapper,,,,,6,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejpersonligudrustningg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.225,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejpersonligudrustningselerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.233,00,
friluftslageret.dk,attr,a,href,klatregrejpersonligudrustninghjelmeg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.234,00,
friluftslageret.dk,attr,a,href,klatregrejpersonligudrustningklatreskog,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.235,00,
friluftslageret.dk,attr,a,href,klatregrejpersonligudrustningalpinstovlerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.236,00,
friluftslageret.dk,attr,a,href,klatregrejpersonligudrustningkalkkalkposerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.287,00,
friluftslageret.dk,attr,a,href,klatregrejpersonligudrustningopvarmningg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.240,00,
friluftslageret.dk,attr,div,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,#text,class,uheadermegamenuwrapper,,,,,6,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejsikringerg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.226,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejsikringerkarabinerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.247,00,
friluftslageret.dk,attr,a,href,klatregrejsikringerquickdrawsg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.241,00,
friluftslageret.dk,attr,a,href,klatregrejsikringerfriendsg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.242,00,
friluftslageret.dk,attr,a,href,klatregrejsikringerkilerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.243,00,
friluftslageret.dk,attr,a,href,klatregrejsikringerslagborebolteg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.244,00,
friluftslageret.dk,attr,a,href,klatregrejsikringertilbehorg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.249,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejupdowng,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.227,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejupdownascendersg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.250,00,
friluftslageret.dk,attr,a,href,klatregrejupdowndescendersrebbremserg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,6.709,00,
friluftslageret.dk,attr,a,href,klatregrejupdowntaljerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.252,00,
friluftslageret.dk,attr,a,href,klatregrejupdownviaferratag,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.253,00,
friluftslageret.dk,attr,div,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,#text,class,uheadermegamenuwrapper,,,,,6,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejboulderg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.228,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejbouldercrashpadsg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.259,00,
friluftslageret.dk,attr,a,href,klatregrejboulderkalkkalkposerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.260,00,
friluftslageret.dk,attr,a,href,klatregrejboulderborsterg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.261,00,
friluftslageret.dk,attr,a,href,klatregrejboulderopvarmningg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.262,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejvinterklatringg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.229,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejvinterklatringisskruerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.263,00,
friluftslageret.dk,attr,a,href,klatregrejvinterklatringsneankreg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,6.711,00,
friluftslageret.dk,attr,a,href,klatregrejvinterklatringsteigeiseng,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.264,00,
friluftslageret.dk,attr,a,href,klatregrejvinterklatringisokserg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.265,00,
friluftslageret.dk,attr,a,href,klatregrejvinterklatringtilbehortilvinterklatringg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.268,00,
friluftslageret.dk,attr,div,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,#text,class,uheadermegamenuwrapper,,,,,6,00,
friluftslageret.dk,attr,ul,id,category,class,ccategorieslist,,,#text,class,colcolmdccategoriescolumncolumn,,,,,#text,class,ccategoriesrow,,,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejrebslyngerg,class,ccategorieslink,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,5.231,00,
friluftslageret.dk,attr,ul,id,category,class,ccategoriessublist,,,#text,class,ccategorieslistitemhaschildren,,,,,#text,id,category,class,ccategorieslist,,,45.349.727,00,
friluftslageret.dk,attr,a,href,klatregrejrebslyngerhelrebg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.276,00,
friluftslageret.dk,attr,a,href,klatregrejrebslyngerstatiskrebg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.279,00,
friluftslageret.dk,attr,a,href,klatregrejrebslyngeraccessorycordg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.281,00,
friluftslageret.dk,attr,a,href,klatregrejrebslyngerrebposerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.282,00,
friluftslageret.dk,attr,a,href,klatregrejrebslyngerslyngerg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.280,00,
friluftslageret.dk,attr,a,href,klatregrejrebslyngerstigerdaisychainsg,class,ccategoriessublink,,,#text,class,ccategoriessublistitem,,,,,#text,id,category,class,ccategoriessublist,,,5.283,00,
friluftslageret.dk,text,li,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,klatregrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,4,00,
friluftslageret.dk,text,li,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,klatregrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,4,00,
friluftslageret.dk,text,li,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,klatregrej,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,4,00,
friluftslageret.dk,attr,div,class,sbmegamenuwuheadersubmenu,aria-labelledby,udstyr,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,klatregrej,,,100,00,
friluftslageret.dk,text,div,class,sbmegamenuwuheadersubmenu,aria-labelledby,udstyr,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,klatregrej,,,4,00,
friluftslageret.dk,text,div,class,sbmegamenuwuheadersubmenu,aria-labelledby,udstyr,,,#text,class,navitemsbhasmegamenuuheadernavitem,data-event,hover,data-animation-in,slideinup,#text,class,sbmegamenuwuheadersubmenu,aria-labelledby,klatregrej,,,4,00,
friluftslageret.dk,attr,div,class,colcolmd,,,,,#text,class,rownogutters,,,,,#text,class,,,,,,12,00,
