domain,value_source,tag_0,tag_0_attr_0_name,tag_0_attr_0_value,tag_0_attr_1_name,tag_0_attr_1_value,tag_0_attr_2_name,tag_0_attr_2_value,tag_1,tag_1_attr_0_name,tag_1_attr_0_value,tag_1_attr_1_name,tag_1_attr_1_value,tag_1_attr_2_name,tag_1_attr_2_value,tag_2,tag_2_attr_0_name,tag_2_attr_0_value,tag_2_attr_1_name,tag_2_attr_1_value,tag_2_attr_2_name,tag_2_attr_2_value,value,is_target
grejfreak.dk,attr,img,data-src,httpsshopsfstaticiouploaddirpicsfooterimagespostnordfootersvg,src,dataimagegifbaserlgodlhaqabaiaaapwaaachbaeaaaaalaaaaaabaaeaaaicraeaow,alt,,#text,class,additionalicons,,,,,#text,class,extrapaymentlogo,,,,,61.012,00,
grejfreak.dk,attr,img,data-src,httpsshopsfstaticiouploaddirpicsfooterimagespostnordfootersvg,src,dataimagegifbaserlgodlhaqabaiaaapwaaachbaeaaaaalaaaaaabaaeaaaicraeaow,alt,,#text,class,additionalicons,,,,,#text,class,extrapaymentlogo,,,,,64,00,
grejfreak.dk,attr,img,data-src,httpsshopsfstaticiouploaddirpicsfooterimagesburddeliverylogosvg,src,dataimagegifbaserlgodlhaqabaiaaapwaaachbaeaaaaalaaaaaabaaeaaaicraeaow,alt,,#text,class,additionalicons,,,,,#text,class,extrapaymentlogo,,,,,61.012,00,
grejfreak.dk,attr,img,data-src,httpsshopsfstaticiouploaddirpicsfooterimagesburddeliverylogosvg,src,dataimagegifbaserlgodlhaqabaiaaapwaaachbaeaaaaalaaaaaabaaeaaaicraeaow,alt,,#text,class,additionalicons,,,,,#text,class,extrapaymentlogo,,,,,64,00,
grejfreak.dk,attr,img,data-src,httpsshopsfstaticiouploaddirpicsfooterimagesemaerketfootersvg,src,dataimagegifbaserlgodlhaqabaiaaapwaaachbaeaaaaalaaaaaabaaeaaaicraeaow,alt,,#text,href,httpscertifikatemaerketdkgrejfreakdk,target,blank,,,#text,class,additionalicons,,,,,61.012,00,
grejfreak.dk,attr,img,data-src,httpsshopsfstaticiouploaddirpicsfooterimagesemaerketfootersvg,src,dataimagegifbaserlgodlhaqabaiaaapwaaachbaeaaaaalaaaaaabaaeaaaicraeaow,alt,,#text,href,httpscertifikatemaerketdkgrejfreakdk,target,blank,,,#text,class,additionalicons,,,,,64,00,
grejfreak.dk,attr,div,class,colmdcolsmcolxslogocopyright,,,,,#text,class,row,,,,,#text,class,container,,,,,12,00,
grejfreak.dk,text,div,class,colmdcolsmcolxslogocopyright,,,,,#text,class,row,,,,,#text,class,container,,,,,58,00,
grejfreak.dk,attr,img,data-src,httpsshopsfstaticiouploaddirtemplatesgrejassetsimageslogoxpng,src,dataimagegifbaserlgodlhaqabaiaaapwaaachbaeaaaaalaaaaaabaaeaaaicraeaow,alt,grejfreakdk,#text,class,footerlogo,,,,,#text,class,colmdcolsmcolxslogocopyright,,,,,61.012,00,
grejfreak.dk,attr,img,data-src,httpsshopsfstaticiouploaddirtemplatesgrejassetsimageslogoxpng,src,dataimagegifbaserlgodlhaqabaiaaapwaaachbaeaaaaalaaaaaabaaeaaaicraeaow,alt,grejfreakdk,#text,class,footerlogo,,,,,#text,class,colmdcolsmcolxslogocopyright,,,,,64,00,
grejfreak.dk,attr,div,class,colmdcolsmcolxs,,,,,#text,class,colmdcolsmcolxslogocopyright,,,,,#text,class,row,,,,,12,00,
grejfreak.dk,text,div,class,colmdcolsmcolxs,,,,,#text,class,colmdcolsmcolxslogocopyright,,,,,#text,class,row,,,,,58,00,
grejfreak.dk,text,div,class,copyrighttext,,,,,#text,class,colmdcolsmcolxs,,,,,#text,class,colmdcolsmcolxslogocopyright,,,,,58,00,
grejfreak.dk,text,ul,class,copyrighttext,,,,,#text,class,copyrighttext,,,,,#text,class,colmdcolsmcolxs,,,,,58,00,
grejfreak.dk,attr,span,class,templatepath,rel,httpsshopsfstaticiouploaddirtemplatesgrej,style,displaynone,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiodesignsmartytemplatesstoretemplateassetsjsappjsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjsslickjsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjsbootstrapminjsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjsmmenupolyfillsjsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjsmmenujsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjsexternaljsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjsshowroomsliderjsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjsjqueryjcountdownjsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjspmorigintrackjsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjsklaviyojsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiouploaddirtemplatesgrejassetsjsvismerejsv,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,script,src,httpsshopsfstaticiodesignsmartytemplatesstoretemplatemoduleswidgetsrecaptchaincludesjsrecatpchajsv,data-lazyload-src,httpswwwgooglecomrecaptchaapijsonloadrecaptchacallbackrenderexplicit,id,recaptcha,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,61.012,00,
grejfreak.dk,attr,iframe,src,wwwgoogletagmanagercomnshtmlidgtmwjhjtr,height,,width,,iframe,,,,,,,#text,class,containerfluidfooterbtm,,,,,4,00,
grejfreak.dk,attr,iframe,src,wwwgoogletagmanagercomnshtmlidgtmwjhjtr,height,,width,,iframe,,,,,,,#text,class,containerfluidfooterbtm,,,,,0,00,
grejfreak.dk,attr,iframe,src,wwwgoogletagmanagercomnshtmlidgtmwjhjtr,height,,width,,iframe,,,,,,,#text,class,containerfluidfooterbtm,,,,,0,00,
grejfreak.dk,attr,img,height,,width,,style,displaynone,img,,,,,,,#text,class,containerfluidfooterbtm,,,,,1,00,
grejfreak.dk,attr,img,height,,width,,style,displaynone,img,,,,,,,#text,class,containerfluidfooterbtm,,,,,1,00,
grejfreak.dk,text,script,id,viewcontentproduct,,,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,81,00,
grejfreak.dk,text,span,class,datum,style,displaynone,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,17,00,
grejfreak.dk,text,span,class,datum,style,displaynone,,,#text,class,containerfluidfooterbtm,,,,,#text,id,ngapp,data-ng-app,platformapp,data-ng-strict-di,,17,00,
friliv.dk,text,html,lang,dadk,xmlns,httpwwwworgxhtml,,,html,,,,,,,,,,,,,,60,00,
friliv.dk,attr,html,lang,dadk,xmlns,httpwwwworgxhtml,,,html,,,,,,,,,,,,,,3,00,
friliv.dk,text,html,lang,dadk,xmlns,httpwwwworgxhtml,,,html,,,,,,,,,,,,,,60,00,
friliv.dk,attr,head,id,head,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,html,,,,,,,1,00,
friliv.dk,attr,link,id,criticalcsslink,rel,stylesheet,href,stylescriticalmincss,link,id,head,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,31,00,
friliv.dk,attr,meta,http-equiv,contenttype,content,texthtmlcharsetutf,,,link,id,head,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,8,00,
friliv.dk,attr,meta,name,viewport,content,widthdevicewidthinitialscaleuserscalable,,,link,id,head,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,1,00,
friliv.dk,attr,meta,name,description,content,kbjetboilzipfrajetboilliterskopmedvarmefordelerogneoprenbetrkletogsimpelgasbrnderfrajetboilderkanbrugesallesteder,,,link,id,head,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,0,80,
friliv.dk,attr,link,rel,canonical,href,httpswwwfrilivdkkogegrejbraenderegasbraenderejetboilzipaspx,,,link,id,head,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,4.726,00,
friliv.dk,text,body,data-ng-app,mainshopapp,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,html,,,,,,,60,00,
friliv.dk,text,form,method,post,action,,id,form,#text,data-ng-app,mainshopapp,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,60,00,
friliv.dk,text,form,method,post,action,,id,form,#text,data-ng-app,mainshopapp,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,60,00,
friliv.dk,attr,form,method,post,action,,id,form,#text,data-ng-app,mainshopapp,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,1,00,
friliv.dk,text,form,method,post,action,,id,form,#text,data-ng-app,mainshopapp,,,,,#text,lang,dadk,xmlns,httpwwwworgxhtml,,,60,00,
friliv.dk,attr,div,id,pnlinfotop,class,divinfotop,style,backgroundcolorcolorffffffheightpxlineheightpxfontsizepxfontweightbold,#text,method,post,action,,id,form,#text,data-ng-app,mainshopapp,,,,,0,00,
friliv.dk,text,div,class,container,,,,,#text,method,post,action,,id,form,#text,data-ng-app,mainshopapp,,,,,60,00,
friliv.dk,text,div,id,top,,,,,#text,class,container,,,,,#text,method,post,action,,id,form,60,00,
friliv.dk,text,div,class,sixcolumnsright,,,,,#text,id,top,,,,,#text,class,container,,,,,60,00,
friliv.dk,text,div,class,topli,,,,,#text,class,sixcolumnsright,,,,,#text,id,top,,,,,60,00,
friliv.dk,text,div,id,divtopcartcontainer,class,twelvecolumnsright,,,#text,id,top,,,,,#text,class,container,,,,,750,00,
friliv.dk,text,div,id,divtopcartcontainer,class,twelvecolumnsright,,,#text,id,top,,,,,#text,class,container,,,,,750,00,
friliv.dk,text,div,id,divshownewsletterpopup,,,,,#text,id,divtopcartcontainer,class,twelvecolumnsright,,,#text,id,top,,,,,750,00,
friliv.dk,text,div,class,divnewsletterlink,,,,,#text,id,divshownewsletterpopup,,,,,#text,id,divtopcartcontainer,class,twelvecolumnsright,,,750,00,
friliv.dk,text,a,id,hlnshownewsletterpopup,onclick,javascriptshownewsletterpopupvrmedikonkurrencenmodtagnyhedsbrevogvindetgavekortptilfrilivjatakdeltag,,,a,class,divnewsletterlink,,,,,#text,id,divshownewsletterpopup,,,,,750,00,
friliv.dk,attr,a,id,hlnshownewsletterpopup,onclick,javascriptshownewsletterpopupvrmedikonkurrencenmodtagnyhedsbrevogvindetgavekortptilfrilivjatakdeltag,,,a,class,divnewsletterlink,,,,,#text,id,divshownewsletterpopup,,,,,750,00,
friliv.dk,text,a,id,hlnshownewsletterpopup,onclick,javascriptshownewsletterpopupvrmedikonkurrencenmodtagnyhedsbrevogvindetgavekortptilfrilivjatakdeltag,,,a,class,divnewsletterlink,,,,,#text,id,divshownewsletterpopup,,,,,750,00,
friliv.dk,attr,a,id,hlnshoppingcart,class,hlncart,href,javascriptvoid,#text,class,topcartlinkcontainer,,,,,#text,id,topcart,,,,,0,00,
friliv.dk,text,div,id,topmenu,,,,,#text,class,container,,,,,#text,method,post,action,,id,form,3,00,
friliv.dk,text,div,id,divmenu,,,,,#text,id,topmenu,,,,,#text,class,container,,,,,3,00,
friliv.dk,text,div,id,menu,,,,,#text,id,divmenu,,,,,#text,id,topmenu,,,,,3,00,
friliv.dk,text,div,class,innermenu,,,,,#text,id,menu,,,,,#text,id,divmenu,,,,,3,00,
friliv.dk,text,nav,class,clearfix,,,,,#text,class,innermenu,,,,,#text,id,menu,,,,,3,00,
friliv.dk,text,ul,class,menu,,,,,#text,class,clearfix,,,,,#text,class,innermenu,,,,,3,00,
friliv.dk,attr,li,id,li,,,,,#text,class,menu,,,,,#text,class,clearfix,,,,,1,00,
friliv.dk,attr,a,id,hlnmainmenu,href,herretoejaspx,,,#text,id,li,,,,,#text,class,menu,,,,,1,00,
friliv.dk,attr,ul,id,ul,,,,,#text,id,li,,,,,#text,class,menu,,,,,1,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,1,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,herretoejjakkeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,1,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,2,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,herretoejbuksershortsaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,2,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,3,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,herretoejhuerhandskeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,3,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,4,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,herretoejtshirtstroejerskjorteraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,4,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,5,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,herretoejregntoejaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,5,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,50,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,herretoejundertoejaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,50,00,
friliv.dk,attr,li,id,li,,,,,#text,class,menu,,,,,#text,class,clearfix,,,,,2,00,
friliv.dk,attr,a,id,hlnmainmenu,href,dametoejaspx,,,#text,id,li,,,,,#text,class,menu,,,,,2,00,
friliv.dk,attr,ul,id,ul,,,,,#text,id,li,,,,,#text,class,menu,,,,,2,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,6,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,dametoejjakkeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,6,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,7,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,dametoejbuksershortsaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,7,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,8,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,dametoejhuerhandskeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,8,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,9,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,dametoejtshirtstroejerskjorteraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,9,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,10,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,dametoejregntoejaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,10,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,51,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,dametoejundertoejaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,51,00,
friliv.dk,attr,li,id,li,,,,,#text,class,menu,,,,,#text,class,clearfix,,,,,3,00,
friliv.dk,attr,a,id,hlnmainmenu,href,boernetoejaspx,,,#text,id,li,,,,,#text,class,menu,,,,,3,00,
friliv.dk,attr,ul,id,ul,,,,,#text,id,li,,,,,#text,class,menu,,,,,3,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,52,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,boernetoejundertoejaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,52,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,53,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,boernetoejvinterregntoejaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,53,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,54,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,boernetoejfleecesoftshellaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,54,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,55,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,boernetoejhuerhandskeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,55,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,56,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,boernetoejtshirtstroejerskjorteraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,56,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,69,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,boernetoejsokkeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,69,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,73,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,boernetoejbuksershortsaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,73,00,
friliv.dk,attr,li,id,li,,,,,#text,class,menu,,,,,#text,class,clearfix,,,,,11,00,
friliv.dk,attr,a,id,hlnmainmenu,href,fodtoejaspx,,,#text,id,li,,,,,#text,class,menu,,,,,11,00,
friliv.dk,attr,ul,id,ul,,,,,#text,id,li,,,,,#text,class,menu,,,,,11,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,62,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,fodtoejvandrestoevleraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,62,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,63,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,fodtoejskoaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,63,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,64,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,fodtoejsandaleraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,64,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,65,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,fodtoejtilbehoertilfodtoejaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,65,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,78,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,fodtoejgummistoevleraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,78,00,
friliv.dk,attr,li,id,li,,,,,#text,class,menu,,,,,#text,class,clearfix,,,,,4,00,
friliv.dk,attr,a,id,hlnmainmenu,href,rygsaekkeaspx,,,#text,id,li,,,,,#text,class,menu,,,,,4,00,
friliv.dk,attr,ul,id,ul,,,,,#text,id,li,,,,,#text,class,menu,,,,,4,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,13,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,rygsaekkerejserygsaekkeaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,13,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,14,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,rygsaekkedagtursrygsaekkeaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,14,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,15,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,rygsaekkeboernetaskerboernerygsaekkeaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,15,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,16,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,rygsaekkerejsetaskerkufferteraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,16,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,17,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,rygsaekkesportaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,17,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,46,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,rygsaekkebabycarrieraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,46,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,72,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,rygsaekkepclaptoprygsaekkeaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,72,00,
friliv.dk,attr,li,id,li,,,,,#text,class,menu,,,,,#text,class,clearfix,,,,,5,00,
friliv.dk,text,li,id,li,,,,,#text,class,menu,,,,,#text,class,clearfix,,,,,3,00,
friliv.dk,attr,a,id,hlnmainmenu,href,soveposeraspx,,,#text,id,li,,,,,#text,class,menu,,,,,5,00,
friliv.dk,attr,ul,id,ul,,,,,#text,id,li,,,,,#text,class,menu,,,,,5,00,
friliv.dk,text,ul,id,ul,,,,,#text,id,li,,,,,#text,class,menu,,,,,3,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,18,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,soveposervintersoveposeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,18,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,19,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,soveposersommersoveposeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,19,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,20,00,
friliv.dk,text,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,3,00,
friliv.dk,text,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,3,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,soveposersaesonsoveposeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,20,00,
friliv.dk,text,a,id,hlnsub,class,parent,href,soveposersaesonsoveposeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,3,00,
friliv.dk,text,a,id,hlnsub,class,parent,href,soveposersaesonsoveposeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,3,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,soveposersaesonsoveposeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,3,00,
friliv.dk,text,a,id,hlnsub,class,parent,href,soveposersaesonsoveposeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,3,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,21,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,liggeunderlag,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,21,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,22,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,soveposerlagenposeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,22,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,47,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,soveposersoveposertilboernaspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,47,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,61,00,
friliv.dk,attr,a,id,hlnsub,class,parent,href,soveposertilbehoertilsoveposeraspx,#text,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,61,00,
friliv.dk,attr,li,id,li,,,,,#text,class,menu,,,,,#text,class,clearfix,,,,,6,00,
friliv.dk,text,li,id,li,,,,,#text,class,menu,,,,,#text,class,clearfix,,,,,2,00,
friliv.dk,attr,a,id,hlnmainmenu,href,telteaspx,,,#text,id,li,,,,,#text,class,menu,,,,,6,00,
friliv.dk,attr,ul,id,ul,,,,,#text,id,li,,,,,#text,class,menu,,,,,6,00,
friliv.dk,text,ul,id,ul,,,,,#text,id,li,,,,,#text,class,menu,,,,,2,00,
friliv.dk,attr,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,23,00,
friliv.dk,text,div,id,pnlouter,class,outertwolevelmenu,,,#text,,,,,,,#text,id,ul,,,,,2,00,
